,时间,区县,离群CGI,小区分类,覆盖类型,覆盖场景,重点指标,指标离群值,指标小组最优值,离群小区流量,小组流量最优值
0,2017-06-11 00:00:00,闸北区,460-00-100131-3,下降,室外,城区道路,异系统切换比,0.000192,4.5e-05,2923093.299,27116028.069000002
1,2017-06-12 00:00:00,闸北区,460-00-100131-3,下降,室外,城区道路,异系统切换比,0.0002,4.5e-05,2968998.687,27116028.069000002
2,2017-06-13 00:00:00,闸北区,460-00-100131-3,下降,室外,城区道路,自_下行体验速率_Eutrancell,29.590503000000002,133.617871,2031729.678,24989292.209000006
3,2017-06-16 00:00:00,闸北区,460-00-100131-3,下降,室外,城区道路,异系统切换比,0.000286,4.5e-05,2445048.75,27116028.069000002
4,2017-06-16 00:00:00,闸北区,460-00-100131-3,下降,室外,城区道路,自_下行体验速率_Eutrancell,20.93325,113.233,2445048.75,27116028.069000002
5,2017-07-06 00:00:00,宝山区,460-00-101277-13,下降,室外,低层居民区,上行64QAM编码比例,0.0,0.015009999999999999,8800704.317,31988398.01600001
6,2017-07-07 00:00:00,宝山区,460-00-101277-13,下降,室外,低层居民区,上行64QAM编码比例,0.0,0.011835,8321499.614999997,31653301.539
7,2017-07-09 00:00:00,宝山区,460-00-101277-13,下降,室外,低层居民区,上行64QAM编码比例,0.0,0.01325,10299488.032,32309035.906
8,2017-06-16 00:00:00,奉贤区,460-00-101656-12,稳步上升,室外,企事业单位,上行64QAM编码比例,0.0,0.012513,4428990.452,22715950.641
9,2017-06-19 00:00:00,奉贤区,460-00-101656-12,稳步上升,室外,企事业单位,上行64QAM编码比例,0.0,0.004695,4847458.91,29334010.162
10,2017-06-20 00:00:00,奉贤区,460-00-101656-12,稳步上升,室外,企事业单位,上行64QAM编码比例,0.0,0.004695,5390727.234,29334010.162
11,2017-06-19 00:00:00,奉贤区,460-00-101672-12,稳步上升,室外,企事业单位,上行64QAM编码比例,0.0,0.00364,6592879.192000002,29800109.936
12,2017-06-20 00:00:00,奉贤区,460-00-101672-12,稳步上升,室外,企事业单位,上行64QAM编码比例,0.0,0.002068,6705948.862000002,33318825.891
13,2017-06-19 00:00:00,金山区,460-00-101892-12,下降,室外,低层居民区,异系统切换比,0.001333,0.000296,7429868.503,25702803.951
14,2017-06-19 00:00:00,金山区,460-00-101892-12,下降,室外,低层居民区,上行用户平均速率,0.37488499999999997,1.932432,7429868.503,25702803.951
15,2017-06-20 00:00:00,金山区,460-00-101892-12,下降,室外,低层居民区,异系统切换比,0.0019850000000000002,0.0003,7620660.83,28963629.955
16,2017-06-20 00:00:00,金山区,460-00-101892-12,下降,室外,低层居民区,上行用户平均速率,0.4109640000000001,1.761423,7620660.83,28963629.955
17,2017-06-13 00:00:00,浦东新区,460-00-102487-13,稳步上升,室外,城区道路,E-RAB掉线率（小区级）,0.004182,0.000585,10359344.66,38149653.512
18,2017-06-14 00:00:00,浦东新区,460-00-102487-13,稳步上升,室外,城区道路,E-RAB掉线率（小区级）,0.002865,0.00048499999999999997,8177408.823,38400512.656
19,2017-06-05 00:00:00,浦东新区,460-00-102696-1,下降,室外,工业园区,异系统切换比,0.000425,8.6e-05,1434162.0780000002,32594594.402
20,2017-06-05 00:00:00,浦东新区,460-00-102696-1,下降,室外,工业园区,无线掉线率,0.00021099999999999998,0.000958,1434162.0780000002,32594594.402
21,2017-06-18 00:00:00,浦东新区,460-00-102696-1,下降,室外,工业园区,异系统切换比,0.000938,0.00017900000000000001,6728001.829,26708237.24600001
22,2017-06-18 00:00:00,浦东新区,460-00-102696-1,下降,室外,工业园区,无线掉线率,0.000779,0.00796,6728001.829,26708237.24600001
23,2017-06-02 00:00:00,浦东新区,460-00-103145-44,下降,室内,商业中心,异系统切换比,0.002672,0.0,3068060.984,19198251.007
24,2017-06-02 00:00:00,浦东新区,460-00-103145-44,下降,室内,商业中心,上行64QAM编码比例,0.0,0.009956999999999999,3068060.984,19198251.007
25,2017-06-02 00:00:00,浦东新区,460-00-103145-44,下降,室内,商业中心,下行双流流量占比,0.002503,0.6417609999999999,3068060.984,19198251.007
26,2017-06-04 00:00:00,浦东新区,460-00-103145-44,下降,室内,商业中心,异系统切换比,0.0029230000000000003,0.0,3141532.4110000012,19198251.007
27,2017-06-04 00:00:00,浦东新区,460-00-103145-44,下降,室内,商业中心,上行64QAM编码比例,0.0,0.009956999999999999,3141532.4110000012,19198251.007
28,2017-06-04 00:00:00,浦东新区,460-00-103145-44,下降,室内,商业中心,下行双流流量占比,0.002518,0.6417609999999999,3141532.4110000012,19198251.007
29,2017-06-05 00:00:00,浦东新区,460-00-103145-44,下降,室内,商业中心,无线掉线率,0.00011999999999999999,0.000512,3054721.997,22761354.43900001
30,2017-06-06 00:00:00,浦东新区,460-00-103145-44,下降,室内,商业中心,无线掉线率,4.1e-05,0.000512,2875710.9289999995,22761354.43900001
31,2017-06-07 00:00:00,浦东新区,460-00-103145-44,下降,室内,商业中心,上行64QAM编码比例,0.0,0.006266,3183593.71,22676700.601
32,2017-06-09 00:00:00,黄浦区,460-00-103178-11,稳步上升,室外,城区道路,自_上行体验速率_Eutrancell,2.6580470000000003,11.931884,10336110.367,44488718.358
33,2017-06-10 00:00:00,黄浦区,460-00-103178-11,稳步上升,室外,城区道路,自_上行体验速率_Eutrancell,1.174517,5.69885,10850159.059,44565561.276
34,2017-06-06 00:00:00,徐汇区,460-00-103212-12,下降,室外,城区道路,异系统切换比,0.001342,8.8e-05,8836508.524,38123981.773
35,2017-06-06 00:00:00,徐汇区,460-00-103212-12,下降,室外,城区道路,下行64QAM编码比例,0.18388,0.747292,8836508.524,38123981.773
36,2017-06-07 00:00:00,徐汇区,460-00-103212-12,下降,室外,城区道路,异系统切换比,0.00148,8.8e-05,8067010.7919999985,38123981.773
37,2017-06-07 00:00:00,徐汇区,460-00-103212-12,下降,室外,城区道路,下行64QAM编码比例,0.16101600000000002,0.747292,8067010.7919999985,38123981.773
38,2017-06-05 00:00:00,普陀区,460-00-103816-13,稳步上升,室外,写字楼,下行64QAM编码比例,0.033925,0.30042399999999997,1678105.206,17008376.641
39,2017-07-11 00:00:00,普陀区,460-00-103816-13,稳步上升,室外,写字楼,下行64QAM编码比例,0.052984,0.300387,1176177.659,12328985.735
40,2017-06-03 00:00:00,普陀区,460-00-103833-12,下降,室外,低层居民区,异系统切换比,0.001415,0.00025299999999999997,8195193.097999998,38854524.877
41,2017-06-12 00:00:00,普陀区,460-00-103833-12,下降,室外,低层居民区,异系统切换比,0.000982,0.000161,6136601.732000002,26625000.013
42,2017-07-04 00:00:00,杨浦区,460-00-103952-1,下降,室外,写字楼,无线掉线率,0.000361,0.0024170000000000003,3944875.553,27791016.396
43,2017-07-04 00:00:00,杨浦区,460-00-103952-1,下降,室外,写字楼,自_下行体验速率_Eutrancell,16.90134,84.538053,3944875.553,27791016.396
44,2017-07-07 00:00:00,杨浦区,460-00-103952-1,下降,室外,写字楼,自_下行体验速率_Eutrancell,15.75288,84.538053,3676920.147,27791016.396
45,2017-07-08 00:00:00,杨浦区,460-00-103952-1,下降,室外,写字楼,无线掉线率,0.000433,0.0024170000000000003,4103752.207,27791016.396
46,2017-07-08 00:00:00,杨浦区,460-00-103952-1,下降,室外,写字楼,自_下行体验速率_Eutrancell,19.213216,84.538053,4103752.207,27791016.396
47,2017-07-11 00:00:00,杨浦区,460-00-103952-1,下降,室外,写字楼,无线掉线率,0.000395,0.0024170000000000003,3474089.875,27791016.396
48,2017-07-11 00:00:00,杨浦区,460-00-103952-1,下降,室外,写字楼,自_下行体验速率_Eutrancell,15.371594,84.538053,3474089.875,27791016.396
49,2017-07-12 00:00:00,杨浦区,460-00-103952-1,下降,室外,写字楼,自_下行体验速率_Eutrancell,13.380189000000001,175.681142,2833755.331,29489640.057
50,2017-06-12 00:00:00,闸北区,460-00-104034-13,下降,室外,城区道路,下行PRB平均利用率,0.0438,0.2686,9515570.916,68026850.52600001
51,2017-06-12 00:00:00,闸北区,460-00-104034-13,下降,室外,城区道路,无线利用率,0.0466,0.2413,9515570.916,68026850.52600001
52,2017-06-14 00:00:00,闸北区,460-00-104034-13,下降,室外,城区道路,下行PRB平均利用率,0.0532,0.2686,9616528.932,68026850.52600001
53,2017-06-14 00:00:00,闸北区,460-00-104034-13,下降,室外,城区道路,无线利用率,0.0534,0.2413,9616528.932,68026850.52600001
54,2017-06-12 00:00:00,闸北区,460-00-104041-12,下降,室外,城区道路,异系统切换比,0.001286,0.000292,4946323.993,28537745.063
55,2017-06-12 00:00:00,闸北区,460-00-104041-12,下降,室外,城区道路,下行PRB平均利用率,0.036000000000000004,0.2142,4946323.993,28537745.063
56,2017-06-12 00:00:00,闸北区,460-00-104041-12,下降,室外,城区道路,无线利用率,0.037000000000000005,0.1825,4946323.993,28537745.063
57,2017-06-14 00:00:00,闸北区,460-00-104041-12,下降,室外,城区道路,异系统切换比,0.001352,0.000292,5885224.765,28537745.063
58,2017-06-14 00:00:00,闸北区,460-00-104041-12,下降,室外,城区道路,下行PRB平均利用率,0.0445,0.2142,5885224.765,28537745.063
59,2017-06-14 00:00:00,闸北区,460-00-104041-12,下降,室外,城区道路,无线利用率,0.044,0.1825,5885224.765,28537745.063
60,2017-06-19 00:00:00,松江区,460-00-104710-13,稳步上升,室外,企事业单位,上行64QAM编码比例,0.0,0.017034,5178397.084,27512751.392
61,2017-06-20 00:00:00,松江区,460-00-104710-13,稳步上升,室外,企事业单位,异系统切换比,0.001308,0.000264,3926116.561,22715950.641
62,2017-06-20 00:00:00,松江区,460-00-104710-13,稳步上升,室外,企事业单位,上行64QAM编码比例,0.0,0.012513,3926116.561,22715950.641
63,2017-06-22 00:00:00,松江区,460-00-104710-13,稳步上升,室外,企事业单位,异系统切换比,0.0013650000000000001,0.000264,4756808.61,22715950.641
64,2017-06-22 00:00:00,松江区,460-00-104710-13,稳步上升,室外,企事业单位,上行64QAM编码比例,0.0,0.012513,4756808.61,22715950.641
65,2017-06-05 00:00:00,奉贤区,460-00-105954-12,下降,室外,乡镇,下行64QAM编码比例,0.046598,0.365446,1027839.5079999999,12763372.578
66,2017-06-06 00:00:00,奉贤区,460-00-105954-12,下降,室外,乡镇,下行64QAM编码比例,0.049105,0.365446,705337.6540000002,12763372.578
67,2017-06-30 00:00:00,奉贤区,460-00-105954-12,下降,室外,乡镇,下行64QAM编码比例,0.051019999999999996,0.365446,1021818.512,12763372.578
68,2017-06-16 00:00:00,金山区,460-00-106232-33,稳步上升,室内,商业中心,自_LTE参考信号接收功率>=-110_Eutrancell,103116.0,559025.0,6731831.302,22593571.884
69,2017-06-20 00:00:00,金山区,460-00-106232-33,稳步上升,室内,商业中心,自_LTE参考信号接收功率>=-110_Eutrancell,101424.0,559025.0,6194737.044,22593571.884
70,2017-07-02 00:00:00,浦东新区,460-00-106524-2,稳步上升,室外,城区道路,上行PRB平均利用率,0.0089,0.0933,983097.425,19434430.593
71,2017-07-02 00:00:00,浦东新区,460-00-106524-2,稳步上升,室外,城区道路,下行每PRB平均吞吐量,0.1326,0.5359,983097.425,19434430.593
72,2017-07-03 00:00:00,浦东新区,460-00-106524-2,稳步上升,室外,城区道路,上行PRB平均利用率,0.0097,0.0933,1138578.046,19434430.593
73,2017-07-03 00:00:00,浦东新区,460-00-106524-2,稳步上升,室外,城区道路,下行每PRB平均吞吐量,0.1172,0.5359,1138578.046,19434430.593
74,2017-06-02 00:00:00,浦东新区,460-00-106682-11,稳步上升,室外,写字楼,上行64QAM编码比例,0.0,0.005496,6869931.545,34204998.314
75,2017-06-06 00:00:00,浦东新区,460-00-106682-11,稳步上升,室外,写字楼,上行64QAM编码比例,0.0,0.012559,6948888.2820000015,31815298.40400001
